market,pair,bar_type,n_bars,skew,exkurt,jb,jb_p,ac1,count_cv
equity,XLE,dollar,7047,-8.894353425702315,339.27145733767435,33885846.28090308,0.0,0.010747112776172947,0.501180329133329
equity,XLF,time,7083,-0.30295313028494025,18.312469875166265,99063.51036062403,0.0,0.03571358826821176,0.21071730831533908
equity,XLF,tick,7080,-0.31128146625502673,11.511182010228964,39198.45699655033,0.0,-0.009009110072283274,0.761854592796299
equity,XLF,volume,7080,-0.21889890352161637,12.900366335869933,49143.33783331362,0.0,-0.00942477538784525,0.7689024152590407
equity,XLF,dollar,7079,-0.2038803265685556,13.945748635009092,57405.58040581415,0.0,0.0458478275616981,0.584480200797062
equity,XLK,time,7088,-17.240573952999735,855.4594224508139,216448724.6415991,0.0,0.0007669198858455636,0.21591044662185532
equity,XLK,tick,7080,-16.63722113723145,807.2697365428958,192546327.0831117,0.0,-0.014288317037482505,1.1236306775595688
equity,XLK,volume,7068,-16.28249885722539,789.3462430210737,183779681.9647239,0.0,-0.01620848590459825,0.5634018804814022
equity,XLK,dollar,7076,-16.880997869184338,828.4776681569305,202673727.78588343,0.0,-0.019649122890479494,0.9263430619078727
equity,XLV,time,7080,-0.2449436913159983,9.88023181054047,28864.31877482006,0.0,-0.020896792247772963,0.16999544900943583
equity,XLV,tick,7080,0.040943693514134655,19.46763456182514,111787.88130898491,0.0,-0.04531975075502066,0.8292882087691392
equity,XLV,volume,7073,-0.2972687681871548,9.992980537518589,29529.47041878629,0.0,0.001201904864034626,0.5199999474366562
equity,XLV,dollar,7076,-0.6211328171390383,34.42196914621161,349745.3093936513,0.0,-0.0881167813686634,0.765400067890637
