pair,n,d_star,adf_stat_at_dstar,adf_p_at_dstar,corr_level_at_dstar,corr_level_at_d1,window_len
SEIUSDT,24405.0,0.15,-3.2224837960207067,0.01871956303369395,0.9812646379989147,0.01207955502726612,3901.0
SIGNUSDT,9521.0,0.15,-2.900125045590337,0.04533345830366807,0.9546903054316657,0.023809978200660324,3901.0
ENAUSDC,18189.0,0.15,-3.0093895326288504,0.034026791650542634,0.9759266954786608,0.0137731952370837,3901.0
DOGEUSDC,20706.0,0.15,-3.889501394579656,0.0021134840860591573,0.9637626644269938,0.01091180962409906,3901.0
DOGSUSDT,15400.0,0.15,-3.540257895218832,0.007011415671319092,0.9525372571845782,-0.0015756610832535361,3901.0
DOODUSDT,9255.0,0.15,-3.543804950938042,0.006930832180201064,0.9718804228252312,0.02459330852714177,3901.0
DOTUSDT,50565.0,0.15,-4.065946700699875,0.001101956193130276,0.9840512936318894,0.009298196098671873,3901.0
CYBERUSDT,24304.0,0.15,-3.085203879183268,0.02766772198407342,0.9852097150689877,0.011232707351032968,3901.0
EGLDUSDT,50013.0,0.15,-3.3235310197221013,0.01385884861244178,0.9884500412611645,0.00885595051235921,3901.0
EDUUSDT,27016.0,0.15,-3.31019915304574,0.014428682241370576,0.9856034452366723,0.009800540524198613,3901.0
ENJUSDT,49648.0,0.15,-3.5857468730382642,0.006039436747208542,0.9878014992895786,0.007584724562945851,3901.0
EPICUSDT,10628.0,0.15,-2.882261098864004,0.04745001819864041,0.9751794662605818,0.014636790714559983,3901.0
ESPORTSUSDT,7314.0,0.15,-3.7007739166225577,0.004102281468797414,0.9776061780274948,0.04022245355565699,3901.0
DYDXUSDT,41348.0,0.15,-3.836997764411488,0.002550670791379516,0.9847790260128897,0.005258907247111633,3901.0
PLAYUSDT,7267.0,0.15,-3.4880455730237343,0.008299469513658947,0.9607833750617409,0.02755576417190925,3901.0
PNUTUSDC,10770.0,0.15,-3.1206670274045045,0.02506106273912062,0.9658292729403033,0.012328092859405594,3901.0
ENAUSDT,18904.0,0.15,-3.219317165592835,0.01889340326784317,0.9755290785839371,0.014823463621555852,3901.0
PHAUSDT,12377.0,0.15,-3.8346107394142703,0.002572403291133992,0.9616193565366806,-0.00196396674015449,3901.0
1000CHEEMSUSDT,13216.0,0.15,-3.3567287591287487,0.012525459178205389,0.9724362177144078,0.019014776237146622,3901.0
1000CATUSDT,14055.0,0.15,-2.922918787797131,0.04274703076121827,0.9725188435591815,0.005201284509410884,3901.0
1000BONKUSDC,18188.0,0.15,-3.6663101896616705,0.004612775436388885,0.9710134590115785,0.015406571369158644,3901.0
ZORAUSDT,7409.0,0.15,-3.3745325550144303,0.011858305300096949,0.9698057344798376,0.0208152204248499,3901.0
1000SHIBUSDC,19028.0,0.15,-3.585126369797251,0.00605182959403014,0.9794880692451814,0.009813802701349275,3901.0
ZKUSDT,17076.0,0.15,-3.2648203179382698,0.016526134570396193,0.9804268737999899,0.009604186619791667,3901.0
1000PEPEUSDC,19531.0,0.15,-3.920498665863545,0.001889061815718339,0.9699024423983894,0.016257549228890226,3901.0
ZILUSDT,52118.0,0.15,-4.126382552372108,0.0008757140549110113,0.9837652592081382,0.00976934924954359,3901.0
ARBUSDT,27924.0,0.15,-2.924102340922189,0.04261615713435365,0.9852025044729182,0.010756232765263565,3901.0
ARBUSDC,18524.0,0.15,-2.985395754500142,0.03628094499130297,0.9800380108127873,0.009161427811988034,3901.0
APTUSDT,31657.0,0.15,-3.2683582616113895,0.016353481780788104,0.9868047468200055,0.013316499793280392,3901.0
ARKMUSDT,24889.0,0.15,-2.9005626835429297,0.0452826041479083,0.9809709202858906,0.010801772432208052,3901.0
APEUSDT,36824.0,0.15,-3.033495229706429,0.031882571413959365,0.989300711133834,0.0069117490851144155,3901.0
TONUSDT,19672.0,0.15,-3.5960511628751344,0.005836971347426279,0.9771259356467287,0.010061889247404815,3901.0
TLMUSDT,27760.0,0.15,-3.3240744712800963,0.01383604806245959,0.9869186892030858,0.010746552790116012,3901.0
TURBOUSDT,17504.0,0.15,-3.631045144775641,0.005194507542244728,0.969881062588769,0.013486205823002018,3901.0
AXSUSDT,48405.0,0.15,-3.4252241679631936,0.010128454213378895,0.9826557958314399,0.0033132017529047264,3901.0
BANANAS31USDT,10410.0,0.15,-3.2716618228763776,0.016193698762043872,0.9663228029396898,0.02221908717507991,3901.0
ATHUSDT,10140.0,0.15,-2.904252421670956,0.044855728663942974,0.971058076741418,0.011935811320944385,3901.0
ATUSDT,5104.0,0.15,-3.2126897718500027,0.01926179586752157,0.9756150014728683,0.012191634848394547,3901.0
TNSRUSDT,18755.0,0.15,-3.528498374512354,0.007284658865014201,0.9777574521364759,0.0033440364827411733,3901.0
VANAUSDT,12706.0,0.15,-3.458692340252284,0.009113541796980765,0.981091572354804,-0.002945971986590007,3901.0
STRKUSDT,19906.0,0.15,-3.040992096615569,0.031239565430627517,0.9796544482051468,0.0027514647266038282,3901.0
SUIUSDC,20205.0,0.15,-3.5603987298484827,0.0065648461394593,0.9602371683666043,0.01186307050948829,3901.0
THEUSDT,13167.0,0.15,-3.679798302774415,0.004406450923507955,0.9723545413723684,0.000724567732339692,3901.0
SUPERUSDT,21975.0,0.15,-3.099221644403483,0.026610843930895748,0.982892075138155,0.01422706265070384,3901.0
SYRUPUSDT,9308.0,0.15,-3.863004976338517,0.002324623935557086,0.9457713244600853,0.02559956434333476,3901.0
STEEMUSDT,22405.0,0.15,-4.02169414174485,0.0013010789140064343,0.9812494511777881,0.01236766657400784,3901.0
STXUSDT,28646.0,0.15,-3.2542084778296134,0.017053626546665607,0.9801668583413031,0.010967009755400759,3901.0
THETAUSDT,52646.0,0.15,-4.178304327702796,0.0007168892516947157,0.9799883767125166,0.008263155005535055,3901.0
BBUSDT,17919.0,0.15,-3.0012756155774603,0.034775445431342825,0.9795788386624961,0.009840765296882764,3901.0
BANANAUSDT,15669.0,0.15,-3.2343735750835925,0.018079248361057235,0.9761229575009861,0.010675629971142983,3901.0
SPKUSDT,8323.0,0.15,-3.7210712799129713,0.0038263429166084557,0.9209626982086921,0.01512746315837135,3901.0
SPXUSDT,12856.0,0.15,-3.0347185141023685,0.0317768891367116,0.9680126970954096,0.017499162741226048,3901.0
SSVUSDT,28576.0,0.15,-3.3039737741922326,0.014701778409473369,0.9849631150924841,0.010325176047225037,3901.0
USELESSUSDT,6899.0,0.15,-3.007132789666047,0.03423363534376113,0.8950311231359446,0.006169217402167218,3901.0
USUALUSDT,12663.0,0.15,-2.966185726080118,0.038175177780153745,0.9775784497539945,-0.003962695581017099,3901.0
KITEUSDT,5101.0,0.2,-3.5643919434450844,0.00647942366292194,0.9304621651006382,0.024081302528421195,3382.0
ADAUSDC,10793.0,0.2,-3.268879542669351,0.01632817741367777,0.9636069246413096,0.0104773150597054,3382.0
AEVOUSDT,19382.0,0.2,-3.9643608460680437,0.001609066463711592,0.9715969548167461,-0.002846631945670208,3382.0
XAIUSDT,20918.0,0.2,-3.6511372926451013,0.004855374098618726,0.9777942108170091,0.006744070339364576,3382.0
WLFIUSDC,6332.0,0.2,-4.034974440711566,0.001238050288738726,0.9232075498128748,0.020392935633616563,3382.0
ALTUSDT,20533.0,0.2,-4.369417181273706,0.0003360926951786932,0.9661255116112111,0.006005523780786264,3382.0
YGGUSDT,24697.0,0.2,-4.2359451230125895,0.0005724267889782467,0.9755701332981742,0.01298508226233632,3382.0
WUSDT,18872.0,0.2,-3.4411884667451846,0.009632378344390626,0.9785097477939214,0.002970012104213003,3382.0
VTHOUSDT,11822.0,0.2,-3.568379031949338,0.006395136622640593,0.9719178632439829,-0.0048612602897765665,3382.0
VVVUSDT,11660.0,0.2,-2.97793302316542,0.03700720116216428,0.9663985125325081,0.018154079673911232,3382.0
WALUSDT,10285.0,0.2,-3.586960981533472,0.006015254766236727,0.9601685103273039,0.012978608275741271,3382.0
METISUSDT,19412.0,0.2,-4.006364219658084,0.00137755052459472,0.9743988213776629,0.004460833208069351,3382.0
MINAUSDT,28985.0,0.2,-4.191391149201013,0.0006813615736404314,0.9773895518228995,0.010281164324053425,3382.0
KAIAUSDT,12998.0,0.2,-3.9027145394296108,0.002014960167592754,0.9575734790226573,0.0009377231228520041,3382.0
IOUSDT,17222.0,0.2,-3.57001069764015,0.006360930241859824,0.9712554323137347,0.004733865446692306,3382.0
KMNOUSDT,12609.0,0.2,-4.500703308241829,0.00019606530201195238,0.9604001680706732,0.006816155941752601,3382.0
LSKUSDT,20534.0,0.2,-4.189095177953221,0.0006874724542290277,0.9756505918492782,0.010417691797576952,3382.0
LAYERUSDT,11341.0,0.2,-3.292568056520768,0.015213968684574098,0.9705498583950138,0.00955761199059645,3382.0
JSTUSDT,9523.0,0.2,-2.964612682713613,0.038333902442676204,0.9844436447366057,0.028238800867020145,3382.0
MAVUSDT,25576.0,0.2,-3.720805193418982,0.003829847634348292,0.9808147258418587,0.009147956641066437,3382.0
MOVEUSDT,12873.0,0.2,-3.1758851622836635,0.021423665976615748,0.9767521141589297,0.006464727227745468,3382.0
MOCAUSDT,12708.0,0.2,-3.098748702768762,0.02664592877228711,0.9747378823811729,0.006987719346230047,3382.0
HYPEUSDT,8754.0,0.2,-4.382332039814298,0.00031894853380609047,0.9291612628456226,0.03058070518458671,3382.0
GMTUSDT,36888.0,0.2,-4.054373153830478,0.001151087090214944,0.9841303039511631,0.009900574276846624,3382.0
HEIUSDT,11299.0,0.2,-3.660740896939391,0.004700508536749966,0.95378609340775,-0.00017899200566792188,3382.0
FLOWUSDT,37681.0,0.2,-4.1763093633297625,0.0007224556020184003,0.9794362373119593,0.006972504549363869,3382.0
GOATUSDT,13983.0,0.2,-4.150316098204623,0.0007987925611040002,0.9473327993405536,0.0016272833988283004,3382.0
TIAUSDT,22594.0,0.2,-3.838698747258717,0.0025352878172473165,0.9820096321958461,0.01027487794404592,3382.0
TIAUSDC,18357.0,0.2,-3.4875759684102303,0.0083119616246402,0.9792267700628772,0.0048723310240025314,3382.0
BICOUSDT,23391.0,0.2,-3.9237833247436447,0.0018666223418706115,0.9786740948068039,0.011518492118553882,3382.0
BERAUSDT,11460.0,0.2,-3.6393845837399437,0.005051213453455816,0.9587050321553374,0.004860288269978391,3382.0
BTRUSDT,6618.0,0.2,-3.0948697690612543,0.02693518544575696,0.941805861954431,0.020874883447001606,3382.0
CGPTUSDT,12609.0,0.2,-3.9137924252915317,0.0019356548751991171,0.9579358552681269,0.005966268867234786,3382.0
BTCDOMUSDT,43297.0,0.2,-3.294888907603859,0.015108492044785087,0.9907066825312882,0.004432816016917925,3382.0
BLURUSDT,27064.0,0.2,-3.8735403562398676,0.0022384390725288597,0.9761288171285214,0.007661886847512614,3382.0
NILUSDT,10359.0,0.2,-3.7526856426876773,0.0034302426496351465,0.934801681349975,0.00228325021412751,3382.0
EULUSDT,5486.0,0.2,-3.0429195311057273,0.031076042673088142,0.9461080691852377,-0.01163706402737512,3382.0
ETHWUSDT,21928.0,0.2,-4.038403951498178,0.0012222429397148776,0.9743474136117479,0.012891310258711186,3382.0
PNUTUSDT,13552.0,0.2,-4.255918456928092,0.000529115836654515,0.9486351688727203,0.01024914950829628,3382.0
RAYSOLUSDT,12856.0,0.2,-3.78240548825999,0.0030925477230362114,0.95510805044586,0.009164975244618321,3382.0
NFPUSDT,21231.0,0.2,-3.5852178401143444,0.0060500012789595275,0.9788759162814555,0.005313166634086307,3382.0
NOTUSDT,17841.0,0.2,-3.836139168603624,0.002558468233553524,0.9729281973455939,0.008752522398225855,3382.0
PORTALUSDT,19692.0,0.2,-3.694155907470596,0.004196111514170482,0.9794713630902406,-0.00026084262587877026,3382.0
HMSTRUSDT,14655.0,0.2,-3.1612781545550765,0.022338337138726395,0.9746932628618119,-0.0011123930896270937,3382.0
HIVEUSDT,12545.0,0.2,-3.723061772590909,0.0038002184464903457,0.9750728053592578,0.009594508263481573,3382.0
HFTUSDT,27592.0,0.2,-4.022411525143512,0.0012975991436968736,0.9797338073203157,0.01017493191590756,3382.0
MEMEUSDT,22528.0,0.2,-3.6398285075405603,0.005043687450852893,0.9801585798819137,0.007818347951176526,3382.0
ILVUSDT,22356.0,0.2,-3.9856009683736326,0.0014878142039608825,0.9773868750139126,0.007108843859849361,3382.0
PIPPINUSDT,11777.0,0.2,-3.962684039452927,0.0016190198434609746,0.9198154598560325,0.011739672147024075,3382.0
PIXELUSDT,19933.0,0.2,-3.6540344320994187,0.004808172833249341,0.9694342367504126,0.003686300240928114,3382.0
PLUMEUSDT,10431.0,0.2,-3.247207230387491,0.017409671406785763,0.9480660747918846,0.00375031725936912,3382.0
EIGENUSDT,14537.0,0.2,-3.6743923176123747,0.004488111917860424,0.9567489559086961,0.0064067538835259185,3382.0
DYMUSDT,20229.0,0.2,-3.1866396129566144,0.020771173129523184,0.9839747927326845,0.0073966784653787645,3382.0
PENGUUSDT,12679.0,0.2,-3.9261633645202245,0.0018505175965506996,0.9241587530774592,0.009722234520407061,3382.0
DRIFTUSDT,13621.0,0.2,-2.9736380864645717,0.037430692121795166,0.9796447065332059,0.01848765174849258,3382.0
DEXEUSDT,12521.0,0.2,-4.452518672943693,0.0002393594063712389,0.9060410915308811,0.014158679712801067,3382.0
SOLVUSDT,11944.0,0.2,-3.4485251881326424,0.009411774480384012,0.9705665474771042,0.004208830649543726,3382.0
SONICUSDT,12165.0,0.2,-3.3832514281217163,0.01154325363561416,0.9755001262374301,-0.0026790500375365876,3382.0
SCRUSDT,14034.0,0.2,-3.3276640686429215,0.013686277118321885,0.965015696074082,0.00474663978438723,3382.0
ZETAUSDT,20348.0,0.2,-4.144651227593556,0.0008164044360053683,0.9732788642351262,0.0058674124881554395,3382.0
1000SATSUSDT,21589.0,0.2,-3.9738106515540697,0.0015540287013269326,0.9774678966040488,0.0069860443017389934,3382.0
TRUTHUSDT,5776.0,0.2,-4.10330233021363,0.0009564227564246746,0.9240071122406337,0.03866349733780396,3382.0
TRUMPUSDT,11914.0,0.2,-3.4225056135645757,0.010215168500134767,0.9752393464987634,0.012077663983219354,3382.0
VANRYUSDT,19379.0,0.2,-3.516648147086676,0.00756968786472202,0.9750225775324532,0.004727145363021439,3382.0
SUSDT,11965.0,0.2,-2.91922944014639,0.04315713635439346,0.9709049950735222,0.005942302767886324,3382.0
TRUMPUSDC,10794.0,0.2,-3.4806517211121624,0.008498127016830585,0.9733880582733456,0.014822548506710168,3382.0
UBUSDT,6234.0,0.2,-2.9309550246556344,0.04186495221587845,0.9666206013989697,0.034321664154536705,3382.0
CETUSUSDT,13670.0,0.2,-3.968218166467499,0.0015863852689532807,0.9522125864777554,0.005729151854608136,3382.0
COOKIEUSDT,12185.0,0.2,-3.0343953866562012,0.031804775878994274,0.9794045717341437,0.004623760115175753,3382.0
BOMEUSDC,18357.0,0.2,-4.000050457832592,0.001410247064075852,0.9606610018098211,0.005723049136599685,3382.0
BOMEUSDT,19312.0,0.2,-4.0299743058869915,0.0012614390350214272,0.962746172658198,0.0023445205551775867,3382.0
SKYAIUSDT,9163.0,0.2,-3.5669972783376886,0.006424233892677413,0.9659314015452813,0.02136158546108438,3382.0
BASUSDT,6638.0,0.2,-3.2920250685000507,0.015238739471069811,0.9655018665478277,0.026588709931212796,3382.0
BIOUSDC,6668.0,0.2,-3.488209512116717,0.008295112488590044,0.8797944416082759,-0.005685513272036143,3382.0
TAGUSDT,7409.0,0.2,-4.098590079178573,0.0009737348397031197,0.9546850075737798,0.03179047148514889,3382.0
ASTRUSDT,28821.0,0.2,-4.04716266340294,0.001182722794587222,0.9786823755765345,0.010978370330765236,3382.0
1000000MOGUSDT,13647.0,0.2,-3.8937502168910356,0.002081326553692672,0.9557842954704602,0.00995191333589234,3382.0
TRADOORUSDT,6064.0,0.2,-2.8883550158621647,0.046719005219283946,0.9410263081136737,0.034031565418033455,3382.0
AXLUSDT,19668.0,0.2,-4.078186264140567,0.0010521344523473054,0.9761716928873304,0.006208128318849274,3382.0
IPUSDC,10817.0,0.25,-3.6657752942794444,0.004621136357720662,0.9500904670799736,0.016812864280715236,2804.0
IPUSDT,11286.0,0.25,-3.854452522101263,0.0023968315135674914,0.94858322939584,0.018320678888914126,2804.0
MERLUSDT,8780.0,0.25,-3.414042507605238,0.010489377380983782,0.9350888620476296,0.01688910802984335,2804.0
MEUSDT,12851.0,0.25,-4.246352732477248,0.0005494581680099735,0.9680724977541054,-0.0008060213245487071,2804.0
PROMUSDT,11992.0,0.25,-3.366474881014341,0.012156234210911566,0.9311950903290385,0.015805089136361028,2804.0
MYXUSDT,8296.0,0.25,-3.4617685978548485,0.009024989824346095,0.9361715084230595,0.004706832072605782,2804.0
OGUSDT,9187.0,0.25,-3.795802917343466,0.0029505497294993774,0.9175578834303801,0.013278746455455692,2804.0
LABUSDT,5385.0,0.25,-3.3211374203132293,0.01395966786710266,0.9607502122200893,0.03843857751331919,2804.0
RONINUSDT,20256.0,0.25,-4.125994093199,0.0008770179830523774,0.9731020475440655,0.010463334805784544,2804.0
SAGAUSDT,18738.0,0.25,-4.199291190578573,0.0006607229294321943,0.9721037343316218,0.003928670220785796,2804.0
TACUSDT,7650.0,0.25,-4.432258036377073,0.0002601524867685511,0.9460729929251847,0.013357161097876906,2804.0
BARDUSDT,6084.0,0.25,-3.138423572753588,0.023837284740369634,0.9356905409377535,0.028074023587582448,2804.0
